Week,None,D0,D1,D2,D3,D4,DSCI
2016-07-19,0.00,0.00,6.38,93.62,0.00,0.00,294
2016-07-12,0.00,0.00,6.38,93.62,0.00,0.00,294
2016-07-05,0.00,0.00,6.38,93.62,0.00,0.00,294
2016-06-28,0.00,0.00,6.38,93.62,0.00,0.00,294
2016-06-21,0.00,0.00,6.38,93.62,0.00,0.00,294
2016-06-14,0.00,0.00,6.38,93.62,0.00,0.00,294
2016-06-07,0.00,0.00,6.38,93.62,0.00,0.00,294
2016-05-31,0.00,0.00,100.00,0.00,0.00,0.00,200
2016-05-24,0.00,0.00,100.00,0.00,0.00,0.00,200
2016-05-17,0.00,0.00,100.00,0.00,0.00,0.00,200
2016-05-10,0.00,0.00,100.00,0.00,0.00,0.00,200
2016-05-03,0.00,0.00,100.00,0.00,0.00,0.00,200
2016-04-26,0.00,0.00,100.00,0.00,0.00,0.00,200
2016-04-19,0.00,0.00,100.00,0.00,0.00,0.00,200
2016-04-12,0.00,0.00,100.00,0.00,0.00,0.00,200
2016-04-05,0.00,0.00,100.00,0.00,0.00,0.00,200
2016-03-29,0.00,100.00,0.00,0.00,0.00,0.00,100
2016-03-22,0.00,100.00,0.00,0.00,0.00,0.00,100
2016-03-15,0.00,100.00,0.00,0.00,0.00,0.00,100
2016-03-08,0.00,100.00,0.00,0.00,0.00,0.00,100
2016-03-01,76.41,23.59,0.00,0.00,0.00,0.00,24
2016-02-23,76.41,23.59,0.00,0.00,0.00,0.00,24
2016-02-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2016-02-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2016-02-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2016-01-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2016-01-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2016-01-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2016-01-05,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-12-29,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-12-22,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-12-15,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-12-08,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-12-01,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-11-24,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-11-17,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-11-10,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-11-03,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-10-27,98.28,1.72,0.00,0.00,0.00,0.00,2
2015-10-20,72.74,27.26,0.00,0.00,0.00,0.00,27
2015-10-13,34.49,65.51,0.00,0.00,0.00,0.00,66
2015-10-06,34.49,65.51,0.00,0.00,0.00,0.00,66
2015-09-29,34.49,65.51,0.00,0.00,0.00,0.00,66
2015-09-22,0.00,100.00,0.00,0.00,0.00,0.00,100
2015-09-15,0.00,96.84,3.16,0.00,0.00,0.00,103
2015-09-08,0.00,97.21,2.79,0.00,0.00,0.00,103
2015-09-01,0.00,97.21,2.79,0.00,0.00,0.00,103
2015-08-25,0.00,97.21,2.79,0.00,0.00,0.00,103
2015-08-18,0.00,97.21,2.79,0.00,0.00,0.00,103
2015-08-11,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-08-04,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-07-28,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-07-21,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-07-14,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-07-07,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-06-30,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-06-23,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-06-16,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-06-09,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-06-02,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-05-26,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-05-19,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-05-12,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-05-05,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-04-28,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-04-21,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-04-14,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-04-07,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-03-31,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-03-24,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-03-17,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-03-10,0.00,72.29,27.71,0.00,0.00,0.00,128
2015-03-03,0.00,72.40,27.60,0.00,0.00,0.00,128
2015-02-24,0.00,72.40,27.60,0.00,0.00,0.00,128
2015-02-17,0.00,72.40,27.60,0.00,0.00,0.00,128
2015-02-10,0.00,72.40,27.60,0.00,0.00,0.00,128
2015-02-03,0.00,72.40,27.60,0.00,0.00,0.00,128
2015-01-27,0.00,72.40,25.47,2.13,0.00,0.00,130
2015-01-20,0.00,72.40,25.47,2.13,0.00,0.00,130
2015-01-13,0.00,71.60,26.27,2.13,0.00,0.00,131
2015-01-06,0.00,71.60,26.27,2.13,0.00,0.00,131
2014-12-30,0.00,71.60,26.13,2.27,0.00,0.00,131
2014-12-23,0.00,71.60,26.13,2.27,0.00,0.00,131
2014-12-16,0.00,71.60,26.13,2.27,0.00,0.00,131
2014-12-09,0.00,71.60,26.13,2.27,0.00,0.00,131
2014-12-02,0.00,71.60,26.13,2.27,0.00,0.00,131
2014-11-25,0.00,71.60,26.13,2.27,0.00,0.00,131
2014-11-18,0.00,71.60,26.13,2.27,0.00,0.00,131
2014-11-11,0.00,71.60,26.13,2.27,0.00,0.00,131
2014-11-04,0.00,71.66,26.07,2.27,0.00,0.00,131
2014-10-28,0.00,71.66,26.07,2.27,0.00,0.00,131
2014-10-21,0.00,71.66,26.07,2.27,0.00,0.00,131
2014-10-14,0.00,71.66,26.07,2.27,0.00,0.00,131
2014-10-07,0.00,71.66,26.07,2.27,0.00,0.00,131
2014-09-30,0.00,71.81,25.93,2.27,0.00,0.00,130
2014-09-23,0.00,71.81,25.93,2.27,0.00,0.00,130
2014-09-16,0.00,0.00,82.16,17.84,0.00,0.00,218
2014-09-09,0.00,0.00,82.16,17.84,0.00,0.00,218
2014-09-02,0.00,0.00,82.16,17.84,0.00,0.00,218
2014-08-26,0.00,0.00,82.16,17.84,0.00,0.00,218
2014-08-19,0.00,0.00,82.16,17.29,0.55,0.00,218
2014-08-12,0.00,0.00,59.32,23.51,17.17,0.00,258
2014-08-05,0.00,0.00,59.32,23.51,17.17,0.00,258
2014-07-29,0.00,0.00,59.29,22.89,17.82,0.00,259
2014-07-22,0.00,0.00,45.35,36.83,17.82,0.00,272
2014-07-15,0.00,0.00,45.35,36.83,17.82,0.00,272
2014-07-08,0.00,0.00,0.00,82.18,17.82,0.00,318
2014-07-01,0.00,0.00,0.00,82.18,17.82,0.00,318
2014-06-24,0.00,0.00,0.00,83.05,16.95,0.00,317
2014-06-17,0.00,0.00,0.00,83.05,16.95,0.00,317
2014-06-10,0.00,0.00,0.00,83.05,16.95,0.00,317
2014-06-03,0.00,0.00,0.00,83.05,16.95,0.00,317
2014-05-27,0.00,0.00,0.00,83.05,16.95,0.00,317
2014-05-20,0.00,0.00,0.00,83.05,16.95,0.00,317
2014-05-13,0.00,0.00,0.00,83.05,16.95,0.00,317
2014-05-06,0.00,0.00,8.47,74.58,16.95,0.00,308
2014-04-29,0.00,0.00,9.21,73.84,16.95,0.00,308
2014-04-22,0.00,0.00,9.21,73.84,16.95,0.00,308
2014-04-15,0.00,0.00,9.21,73.84,16.95,0.00,308
2014-04-08,0.00,0.00,9.21,73.84,16.95,0.00,308
2014-04-01,0.00,0.00,9.21,73.84,16.95,0.00,308
2014-03-25,0.00,0.00,9.21,73.84,16.95,0.00,308
2014-03-18,0.00,0.00,9.21,73.84,16.95,0.00,308
2014-03-11,0.00,0.00,9.21,73.84,16.95,0.00,308
2014-03-04,0.00,0.00,9.21,73.84,16.95,0.00,308
2014-02-25,0.00,0.00,0.00,81.93,18.07,0.00,318
2014-02-18,0.00,0.00,0.00,81.93,18.07,0.00,318
2014-02-11,0.00,0.00,39.04,60.96,0.00,0.00,261
2014-02-04,0.00,0.00,39.04,60.96,0.00,0.00,261
2014-01-28,0.00,0.00,39.04,60.96,0.00,0.00,261
2014-01-21,0.00,33.26,52.05,14.69,0.00,0.00,181
2014-01-14,0.00,33.26,52.05,14.69,0.00,0.00,181
2014-01-07,0.00,37.33,47.97,14.69,0.00,0.00,177
2013-12-31,0.00,37.33,49.73,12.94,0.00,0.00,176
2013-12-24,0.00,37.33,49.73,12.94,0.00,0.00,176
2013-12-17,0.00,37.33,49.73,12.94,0.00,0.00,176
2013-12-10,0.00,37.33,49.73,12.94,0.00,0.00,176
2013-12-03,0.00,37.33,49.73,12.94,0.00,0.00,176
2013-11-26,0.00,37.33,49.73,12.94,0.00,0.00,176
2013-11-19,0.00,37.33,45.21,17.46,0.00,0.00,180
2013-11-12,8.24,29.09,45.21,17.46,0.00,0.00,172
2013-11-05,8.31,29.07,45.17,17.46,0.00,0.00,172
2013-10-29,9.12,28.25,45.17,17.46,0.00,0.00,171
2013-10-22,9.12,28.25,45.17,17.46,0.00,0.00,171
2013-10-15,9.63,28.39,44.52,17.46,0.00,0.00,170
2013-10-08,7.81,31.01,43.73,17.46,0.00,0.00,171
2013-10-01,8.43,30.39,43.73,17.46,0.00,0.00,170
2013-09-24,8.43,30.39,43.73,17.46,0.00,0.00,170
2013-09-17,0.00,35.76,46.78,17.46,0.00,0.00,182
2013-09-10,0.00,35.76,46.78,17.46,0.00,0.00,182
2013-09-03,0.00,31.13,51.41,17.46,0.00,0.00,186
2013-08-27,0.00,26.13,56.41,17.46,0.00,0.00,191
2013-08-20,0.00,26.13,56.41,17.46,0.00,0.00,191
2013-08-13,0.00,26.13,56.41,17.46,0.00,0.00,191
2013-08-06,0.00,26.13,56.41,17.46,0.00,0.00,191
2013-07-30,0.00,26.13,56.41,17.46,0.00,0.00,191
2013-07-23,0.00,26.13,56.51,17.36,0.00,0.00,191
2013-07-16,0.00,0.00,0.00,83.22,16.78,0.00,317
2013-07-09,0.00,0.00,0.00,82.68,17.32,0.00,317
2013-07-02,0.00,0.00,0.00,82.68,17.32,0.00,317
2013-06-25,0.00,0.00,0.00,82.11,17.89,0.00,318
2013-06-18,0.00,0.00,0.00,82.11,17.89,0.00,318
2013-06-11,0.00,0.00,0.00,82.11,17.89,0.00,318
2013-06-04,0.00,0.00,0.00,82.11,17.89,0.00,318
2013-05-28,0.00,0.00,0.00,82.72,17.28,0.00,317
2013-05-21,0.00,0.00,0.00,82.72,17.28,0.00,317
2013-05-14,0.00,0.00,0.00,82.72,17.28,0.00,317
2013-05-07,0.00,0.00,0.00,82.04,17.96,0.00,318
2013-04-30,0.00,0.00,0.00,82.04,17.96,0.00,318
2013-04-23,0.00,0.00,0.00,82.04,17.96,0.00,318
2013-04-16,0.00,0.00,0.00,100.00,0.00,0.00,300
2013-04-09,0.00,0.00,0.00,100.00,0.00,0.00,300
2013-04-02,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-03-26,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-03-19,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-03-12,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-03-05,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-02-26,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-02-19,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-02-12,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-02-05,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-01-29,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-01-22,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-01-15,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-01-08,0.00,0.00,100.00,0.00,0.00,0.00,200
2013-01-01,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-12-25,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-12-18,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-12-11,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-12-04,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-11-27,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-11-20,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-11-13,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-11-06,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-10-30,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-10-23,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-10-16,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-10-09,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-10-02,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-09-25,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-09-18,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-09-11,0.00,0.00,100.00,0.00,0.00,0.00,200
2012-09-04,0.00,0.00,87.93,12.07,0.00,0.00,212
2012-08-28,0.00,0.00,87.93,12.07,0.00,0.00,212
2012-08-21,0.00,0.00,98.81,1.19,0.00,0.00,201
2012-08-14,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-08-07,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-07-31,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-07-24,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-07-17,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-07-10,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-07-03,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-06-26,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-06-19,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-06-12,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-06-05,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-05-29,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-05-22,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-05-15,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-05-08,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-05-01,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-04-24,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-04-17,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-04-10,0.00,0.00,0.00,100.00,0.00,0.00,300
2012-04-03,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-03-27,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-03-20,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-03-13,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-03-06,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-02-28,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-02-21,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-02-14,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-02-07,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-01-31,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-01-24,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-01-17,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-01-10,0.00,0.00,16.54,83.46,0.00,0.00,283
2012-01-03,0.00,0.00,16.54,83.46,0.00,0.00,283
2011-12-27,0.00,0.00,16.54,83.46,0.00,0.00,283
2011-12-20,0.00,0.00,16.54,83.46,0.00,0.00,283
2011-12-13,0.00,0.00,0.00,16.54,83.46,0.00,383
2011-12-06,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-11-29,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-11-22,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-11-15,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-11-08,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-11-01,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-10-25,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-10-18,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-10-11,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-10-04,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-09-27,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-09-20,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-09-13,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-09-06,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-08-30,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-08-23,0.00,0.00,0.00,64.85,35.15,0.00,335
2011-08-16,0.00,0.00,0.00,64.85,35.15,0.00,335
2011-08-09,0.00,0.00,0.00,0.00,88.19,11.81,412
2011-08-02,0.00,0.00,0.00,0.00,88.19,11.81,412
2011-07-26,0.00,0.00,0.00,0.00,88.19,11.81,412
2011-07-19,0.00,0.00,0.00,0.00,87.30,12.70,413
2011-07-12,0.00,0.00,0.00,0.00,87.30,12.70,413
2011-07-05,0.00,0.00,0.00,0.00,64.39,35.61,436
2011-06-28,0.00,0.00,0.00,0.00,64.39,35.61,436
2011-06-21,0.00,0.00,0.00,0.00,64.39,35.61,436
2011-06-14,0.00,0.00,0.00,0.00,64.39,35.61,436
2011-06-07,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-05-31,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-05-24,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-05-17,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-05-10,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-05-03,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-04-26,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-04-19,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-04-12,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-04-05,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-03-29,0.00,0.00,0.00,0.00,100.00,0.00,400
2011-03-22,0.00,0.00,0.00,1.36,98.64,0.00,399
2011-03-15,0.00,0.00,0.00,1.36,98.64,0.00,399
2011-03-08,0.00,0.00,0.00,1.36,98.64,0.00,399
2011-03-01,0.00,0.00,0.00,100.00,0.00,0.00,300
2011-02-22,0.00,0.00,0.00,100.00,0.00,0.00,300
2011-02-15,0.00,0.00,0.00,100.00,0.00,0.00,300
2011-02-08,0.00,0.00,0.00,100.00,0.00,0.00,300
2011-02-01,0.00,0.00,0.00,100.00,0.00,0.00,300
2011-01-25,0.00,0.00,45.94,54.06,0.00,0.00,254
2011-01-18,0.00,0.00,100.00,0.00,0.00,0.00,200
2011-01-11,0.00,0.00,100.00,0.00,0.00,0.00,200
2011-01-04,0.00,0.00,100.00,0.00,0.00,0.00,200
2010-12-28,0.00,0.00,100.00,0.00,0.00,0.00,200
2010-12-21,0.00,0.00,100.00,0.00,0.00,0.00,200
2010-12-14,0.00,0.00,100.00,0.00,0.00,0.00,200
2010-12-07,0.00,100.00,0.00,0.00,0.00,0.00,100
2010-11-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-11-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-11-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-11-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-11-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-10-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-10-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-10-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-10-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-09-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-09-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-09-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-09-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-08-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-08-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-08-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-08-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-08-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-07-27,35.65,64.35,0.00,0.00,0.00,0.00,64
2010-07-20,2.23,97.77,0.00,0.00,0.00,0.00,98
2010-07-13,2.23,97.77,0.00,0.00,0.00,0.00,98
2010-07-06,2.23,97.77,0.00,0.00,0.00,0.00,98
2010-06-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-06-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-06-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-06-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-06-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-05-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-05-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-05-11,35.44,64.56,0.00,0.00,0.00,0.00,65
2010-05-04,34.94,65.06,0.00,0.00,0.00,0.00,65
2010-04-27,34.94,65.06,0.00,0.00,0.00,0.00,65
2010-04-20,34.94,65.06,0.00,0.00,0.00,0.00,65
2010-04-13,31.42,68.58,0.00,0.00,0.00,0.00,69
2010-04-06,1.52,98.48,0.00,0.00,0.00,0.00,98
2010-03-30,1.52,98.48,0.00,0.00,0.00,0.00,98
2010-03-23,1.52,98.48,0.00,0.00,0.00,0.00,98
2010-03-16,1.52,98.48,0.00,0.00,0.00,0.00,98
2010-03-09,1.52,98.48,0.00,0.00,0.00,0.00,98
2010-03-02,1.52,35.18,63.30,0.00,0.00,0.00,162
2010-02-23,1.52,35.18,63.30,0.00,0.00,0.00,162
2010-02-16,1.52,35.18,63.30,0.00,0.00,0.00,162
2010-02-09,1.42,35.28,63.30,0.00,0.00,0.00,162
2010-02-02,0.00,36.70,63.30,0.00,0.00,0.00,163
2010-01-26,0.00,0.00,100.00,0.00,0.00,0.00,200
2010-01-19,0.00,0.00,0.00,100.00,0.00,0.00,300
2010-01-12,0.00,0.00,0.00,100.00,0.00,0.00,300
2010-01-05,0.00,0.00,0.00,100.00,0.00,0.00,300
2009-12-29,0.00,0.00,0.00,100.00,0.00,0.00,300
2009-12-22,0.00,0.00,0.00,100.00,0.00,0.00,300
2009-12-15,0.00,0.00,0.00,100.00,0.00,0.00,300
2009-12-08,0.00,0.00,0.00,100.00,0.00,0.00,300
2009-12-01,0.00,0.00,0.00,100.00,0.00,0.00,300
2009-11-24,0.00,0.00,0.00,100.00,0.00,0.00,300
2009-11-17,0.00,0.00,0.00,100.00,0.00,0.00,300
2009-11-10,0.00,0.00,49.55,50.45,0.00,0.00,250
2009-11-03,0.00,0.00,49.55,50.45,0.00,0.00,250
2009-10-27,0.00,0.00,49.55,50.45,0.00,0.00,250
2009-10-20,0.00,0.00,49.55,50.45,0.00,0.00,250
2009-10-13,0.00,0.00,49.55,50.45,0.00,0.00,250
2009-10-06,0.00,29.95,70.05,0.00,0.00,0.00,170
2009-09-29,0.00,47.45,52.55,0.00,0.00,0.00,153
2009-09-22,0.00,47.45,52.55,0.00,0.00,0.00,153
2009-09-15,0.00,47.45,52.55,0.00,0.00,0.00,153
2009-09-08,0.00,47.45,52.55,0.00,0.00,0.00,153
2009-09-01,0.00,100.00,0.00,0.00,0.00,0.00,100
2009-08-25,0.00,100.00,0.00,0.00,0.00,0.00,100
2009-08-18,0.00,100.00,0.00,0.00,0.00,0.00,100
2009-08-11,0.00,100.00,0.00,0.00,0.00,0.00,100
2009-08-04,0.00,100.00,0.00,0.00,0.00,0.00,100
2009-07-28,48.84,51.16,0.00,0.00,0.00,0.00,51
2009-07-21,48.84,51.16,0.00,0.00,0.00,0.00,51
2009-07-14,48.84,51.16,0.00,0.00,0.00,0.00,51
2009-07-07,48.84,51.16,0.00,0.00,0.00,0.00,51
2009-06-30,0.00,53.21,46.79,0.00,0.00,0.00,147
2009-06-23,0.00,6.83,93.17,0.00,0.00,0.00,193
2009-06-16,0.00,6.83,93.17,0.00,0.00,0.00,193
2009-06-09,0.00,6.83,93.17,0.00,0.00,0.00,193
2009-06-02,0.00,6.83,93.17,0.00,0.00,0.00,193
2009-05-26,0.00,6.83,93.17,0.00,0.00,0.00,193
2009-05-19,0.00,0.00,100.00,0.00,0.00,0.00,200
2009-05-12,0.00,23.27,76.73,0.00,0.00,0.00,177
2009-05-05,0.00,23.27,76.73,0.00,0.00,0.00,177
2009-04-28,0.00,23.27,76.73,0.00,0.00,0.00,177
2009-04-21,0.00,23.27,76.73,0.00,0.00,0.00,177
2009-04-14,0.00,93.21,6.79,0.00,0.00,0.00,107
2009-04-07,0.00,93.21,6.79,0.00,0.00,0.00,107
2009-03-31,0.00,93.21,6.79,0.00,0.00,0.00,107
2009-03-24,0.00,93.21,6.79,0.00,0.00,0.00,107
2009-03-17,0.00,94.38,5.62,0.00,0.00,0.00,106
2009-03-10,0.00,94.38,5.62,0.00,0.00,0.00,106
2009-03-03,0.00,94.38,5.62,0.00,0.00,0.00,106
2009-02-24,58.16,41.84,0.00,0.00,0.00,0.00,42
2009-02-17,58.16,41.84,0.00,0.00,0.00,0.00,42
2009-02-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-02-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-01-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-01-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-01-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-01-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-12-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-12-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-12-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-12-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-12-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-11-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-11-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-11-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-11-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-10-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-10-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-10-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-10-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-09-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-09-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-09-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-09-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-09-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-08-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-08-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-08-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-08-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-07-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-07-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2008-07-15,16.68,63.58,19.73,0.00,0.00,0.00,103
2008-07-08,0.00,26.69,70.19,3.12,0.00,0.00,176
2008-07-01,0.00,0.23,96.65,3.12,0.00,0.00,203
2008-06-24,0.00,0.23,96.65,3.12,0.00,0.00,203
2008-06-17,0.00,0.23,96.65,3.12,0.00,0.00,203
